func,control,ta,agg,meter_num,meter_time,name,host,timestamp
meterRepTime_r2,24108018,0,5002926,20,323442090,cir,raspberrypi,2021-07-29T213641
meterRepTime_r10,30100019,0,119135796,20,445890297,cir,raspberrypi,2021-07-29T214112
meterRepTime_r9,25431908,0,13110314,20,355166627,cir,raspberrypi,2021-07-29T214112
meterRepTime_r8,24631037,0,6325074,20,338238632,cir,raspberrypi,2021-07-29T214112
meterRepTime_r7,24537444,0,6038000,20,330195110,cir,raspberrypi,2021-07-29T214112
meterRepTime_r6,24297352,0,4732834,20,329637371,cir,raspberrypi,2021-07-29T214112
meterRepTime_r5,24523296,0,6793186,20,329793849,cir,raspberrypi,2021-07-29T214112
meterRepTime_r4,24509833,0,6988260,20,330076962,cir,raspberrypi,2021-07-29T214112
meterRepTime_r3,24198352,0,19147629,20,325005354,cir,raspberrypi,2021-07-29T214112
meterRepTime_r2,24150574,0,4681648,20,325534948,cir,raspberrypi,2021-07-29T214112
meterRepTime_r10,28340753,0,115839190,20,439763073,cir,raspberrypi,2021-07-29T231433
meterRepTime_r9,24682537,0,10241698,20,346869905,cir,raspberrypi,2021-07-29T231433
meterRepTime_r8,24537367,0,6090519,20,328966874,cir,raspberrypi,2021-07-29T231433
meterRepTime_r7,24245355,0,5757318,20,328467337,cir,raspberrypi,2021-07-29T231433
meterRepTime_r6,24129004,0,4739264,20,326584162,cir,raspberrypi,2021-07-29T231433
meterRepTime_r5,24446065,0,6772045,20,327597540,cir,raspberrypi,2021-07-29T231433
meterRepTime_r4,24401525,0,7073795,20,329119437,cir,raspberrypi,2021-07-29T231433
meterRepTime_r3,24152900,0,4383961,20,336697296,cir,raspberrypi,2021-07-29T231433
meterRepTime_r2,24106601,0,4622679,20,323651665,cir,raspberrypi,2021-07-29T231433
meterRepTime_r10,35512315,0,110086704,20,435677277,cir,raspberrypi,2021-07-29T213447
meterRepTime_r9,24520166,0,8931592,20,334889591,cir,raspberrypi,2021-07-29T213447
meterRepTime_r8,24576315,0,6243722,20,327264910,cir,raspberrypi,2021-07-29T213447
meterRepTime_r7,24324093,0,5836945,20,326284851,cir,raspberrypi,2021-07-29T213447
meterRepTime_r6,24260556,0,4784056,20,325381930,cir,raspberrypi,2021-07-29T213447
meterRepTime_r5,24668482,0,6992222,20,326107833,cir,raspberrypi,2021-07-29T213447
meterRepTime_r4,24471814,0,6818649,20,326944760,cir,raspberrypi,2021-07-29T213447
meterRepTime_r3,24137167,0,4386926,20,322517276,cir,raspberrypi,2021-07-29T213447
meterRepTime_r2,24390037,0,5014667,20,321482316,cir,raspberrypi,2021-07-29T213447
meterRepTime_r10,28842760,0,118212482,20,442177908,cir,raspberrypi,2021-07-29T213533
meterRepTime_r9,24757592,0,11203371,20,348459171,cir,raspberrypi,2021-07-29T213533
meterRepTime_r8,24582537,0,6333445,20,328254316,cir,raspberrypi,2021-07-29T213533
meterRepTime_r7,24390611,0,5917556,20,327189684,cir,raspberrypi,2021-07-29T213533
meterRepTime_r6,24367130,0,4766797,20,326577371,cir,raspberrypi,2021-07-29T213533
meterRepTime_r5,24529111,0,6653334,20,326299981,cir,raspberrypi,2021-07-29T213533
meterRepTime_r4,24505593,0,7154334,20,328183332,cir,raspberrypi,2021-07-29T213533
meterRepTime_r3,24197648,0,4426148,20,322376241,cir,raspberrypi,2021-07-29T213533
meterRepTime_r2,24328760,0,6018223,20,336938318,cir,raspberrypi,2021-07-29T213533
meterRepTime_r10,28522908,0,113114648,20,433155539,cir,raspberrypi,2021-07-29T214506
meterRepTime_r9,24462519,0,8470852,20,337602575,cir,raspberrypi,2021-07-29T214506
meterRepTime_r8,24531149,0,6684740,20,330506888,cir,raspberrypi,2021-07-29T214506
meterRepTime_r7,24368741,0,5719389,20,329654517,cir,raspberrypi,2021-07-29T214506
meterRepTime_r6,24336740,0,4661723,20,328338704,cir,raspberrypi,2021-07-29T214506
meterRepTime_r5,24462277,0,6316093,20,328221335,cir,raspberrypi,2021-07-29T214506
meterRepTime_r4,24896537,0,7174278,20,329910074,cir,raspberrypi,2021-07-29T214506
meterRepTime_r3,24241185,0,4330574,20,324347925,cir,raspberrypi,2021-07-29T214506
meterRepTime_r2,24238815,0,4872407,20,324335367,cir,raspberrypi,2021-07-29T214506
meterRepTime_r10,28196093,0,109133296,20,454791889,cir,raspberrypi,2021-07-29T213903
meterRepTime_r9,24412722,0,9463981,20,341218129,cir,raspberrypi,2021-07-29T213903
meterRepTime_r8,24693982,0,6345204,20,329188833,cir,raspberrypi,2021-07-29T213903
meterRepTime_r7,24249074,0,5535593,20,328392184,cir,raspberrypi,2021-07-29T213903
meterRepTime_r6,24120778,0,4579518,20,326293759,cir,raspberrypi,2021-07-29T213903
meterRepTime_r5,24481426,0,5526685,20,327105627,cir,raspberrypi,2021-07-29T213903
meterRepTime_r4,24490851,0,6855630,20,328511908,cir,raspberrypi,2021-07-29T213903
meterRepTime_r3,24081389,0,4342425,20,323546462,cir,raspberrypi,2021-07-29T213903
meterRepTime_r2,24095834,0,4560982,20,323516335,cir,raspberrypi,2021-07-29T213903
meterRepTime_r10,27872130,0,110324370,20,448319686,cir,raspberrypi,2021-07-29T214101
meterRepTime_r9,24435667,0,8985222,20,339307461,cir,raspberrypi,2021-07-29T214101
meterRepTime_r8,24500667,0,6753834,20,328586133,cir,raspberrypi,2021-07-29T214101
meterRepTime_r7,24238426,0,5862888,20,327695131,cir,raspberrypi,2021-07-29T214101
meterRepTime_r6,24128093,0,4734704,20,326696427,cir,raspberrypi,2021-07-29T214101
meterRepTime_r5,24392426,0,6911796,20,327293334,cir,raspberrypi,2021-07-29T214101
meterRepTime_r4,24422297,0,7330167,20,328487072,cir,raspberrypi,2021-07-29T214101
meterRepTime_r3,24101222,0,4378759,20,322869219,cir,raspberrypi,2021-07-29T214101
meterRepTime_r2,24148723,0,4699092,20,337047333,cir,raspberrypi,2021-07-29T214101
meterRepTime_r10,29149389,0,118759685,20,444363979,cir,raspberrypi,2021-07-29T214049
meterRepTime_r9,24670278,0,11229778,20,349249148,cir,raspberrypi,2021-07-29T214049
meterRepTime_r8,24427593,0,6457759,20,344779074,cir,raspberrypi,2021-07-29T214049
meterRepTime_r7,24222796,0,5762851,20,329541424,cir,raspberrypi,2021-07-29T214049
meterRepTime_r6,24098481,0,4632444,20,326957908,cir,raspberrypi,2021-07-29T214049
meterRepTime_r5,24367426,0,6122241,20,327761351,cir,raspberrypi,2021-07-29T214049
meterRepTime_r4,24451129,0,7023537,20,329553036,cir,raspberrypi,2021-07-29T214049
meterRepTime_r3,24060518,0,4394611,20,323424535,cir,raspberrypi,2021-07-29T214049
meterRepTime_r2,24068574,0,4867296,20,323516979,cir,raspberrypi,2021-07-29T214049
meterRepTime_r10,28791926,0,117337519,20,448540333,cir,raspberrypi,2021-07-29T213054
meterRepTime_r9,24589759,0,10486370,20,347813554,cir,raspberrypi,2021-07-29T213054
meterRepTime_r8,24478444,0,6359629,20,330133704,cir,raspberrypi,2021-07-29T213054
meterRepTime_r7,24298630,0,5725574,20,329568166,cir,raspberrypi,2021-07-29T213054
meterRepTime_r6,24114481,0,4566000,20,327383282,cir,raspberrypi,2021-07-29T213054
meterRepTime_r5,24362555,0,5603148,20,340325926,cir,raspberrypi,2021-07-29T213054
meterRepTime_r4,24425778,0,6728000,20,328409201,cir,raspberrypi,2021-07-29T213054
meterRepTime_r3,24125908,0,4319555,20,324070111,cir,raspberrypi,2021-07-29T213054
meterRepTime_r2,24141074,0,4768075,20,323751961,cir,raspberrypi,2021-07-29T213054
meterRepTime_r10,28448167,0,116701334,20,442220058,cir,raspberrypi,2021-07-29T213914
meterRepTime_r9,24676130,0,11286167,20,347770019,cir,raspberrypi,2021-07-29T213914
meterRepTime_r8,24497759,0,6329093,20,328860797,cir,raspberrypi,2021-07-29T213914
meterRepTime_r7,24321149,0,5896389,20,327571003,cir,raspberrypi,2021-07-29T213914
meterRepTime_r6,24206426,0,4764148,20,326872798,cir,raspberrypi,2021-07-29T213914
meterRepTime_r5,24503204,0,6602203,20,327543964,cir,raspberrypi,2021-07-29T213914
meterRepTime_r4,24460241,0,7210814,20,328691687,cir,raspberrypi,2021-07-29T213914
meterRepTime_r3,24154704,0,4386833,20,323047150,cir,raspberrypi,2021-07-29T213914
meterRepTime_r2,24241334,0,5981833,20,336696540,cir,raspberrypi,2021-07-29T213914
meterRepTime_r10,28548800,0,116952311,20,444282982,cir,raspberrypi,2021-07-29T231237
meterRepTime_r9,24618503,0,10573141,20,350842406,cir,raspberrypi,2021-07-29T231237
meterRepTime_r8,24612119,0,6213320,20,329804590,cir,raspberrypi,2021-07-29T231237
meterRepTime_r7,24555089,0,5828686,20,328270870,cir,raspberrypi,2021-07-29T231237
meterRepTime_r6,24210259,0,4773786,20,327658615,cir,raspberrypi,2021-07-29T231237
meterRepTime_r5,24479399,0,7159372,20,328236248,cir,raspberrypi,2021-07-29T231237
meterRepTime_r4,49122999,0,7523834,20,330514834,cir,raspberrypi,2021-07-29T231237
meterRepTime_r3,24178877,0,4385338,20,325957886,cir,raspberrypi,2021-07-29T231237
meterRepTime_r2,24194506,0,4631257,20,323949107,cir,raspberrypi,2021-07-29T231237
meterRepTime_r10,27734704,0,108964241,20,453976461,cir,raspberrypi,2021-07-29T213653
meterRepTime_r9,24573019,0,9238519,20,333989483,cir,raspberrypi,2021-07-29T213653
meterRepTime_r8,24558222,0,6875777,20,329943388,cir,raspberrypi,2021-07-29T213653
meterRepTime_r7,24359667,0,5726889,20,329401112,cir,raspberrypi,2021-07-29T213653
meterRepTime_r6,24263129,0,4643704,20,327301314,cir,raspberrypi,2021-07-29T213653
meterRepTime_r5,24446277,0,6675093,20,328062537,cir,raspberrypi,2021-07-29T213653
meterRepTime_r4,24543370,0,7188945,20,328808761,cir,raspberrypi,2021-07-29T213653
meterRepTime_r3,24228815,0,4326722,20,323337667,cir,raspberrypi,2021-07-29T213653
meterRepTime_r2,24218370,0,4716685,20,323718035,cir,raspberrypi,2021-07-29T213653
meterRepTime_r10,28894533,0,115100511,20,437286897,cir,raspberrypi,2021-07-29T231324
meterRepTime_r9,24497488,0,8872248,20,337301636,cir,raspberrypi,2021-07-29T231324
meterRepTime_r8,24514953,0,6439534,20,330319268,cir,raspberrypi,2021-07-29T231324
meterRepTime_r7,24418975,0,18273995,20,329609489,cir,raspberrypi,2021-07-29T231324
meterRepTime_r6,24274701,0,4639993,20,327632715,cir,raspberrypi,2021-07-29T231324
meterRepTime_r5,24638586,0,6187219,20,328524921,cir,raspberrypi,2021-07-29T231324
meterRepTime_r4,24654699,0,7320778,20,329827194,cir,raspberrypi,2021-07-29T231324
meterRepTime_r3,24157371,0,4383370,20,324028035,cir,raspberrypi,2021-07-29T231324
meterRepTime_r2,24149367,0,4827799,20,323844251,cir,raspberrypi,2021-07-29T231324
meterRepTime_r10,28850463,0,115038426,20,447299037,cir,raspberrypi,2021-07-29T213436
meterRepTime_r9,24730389,0,11600926,20,345467371,cir,raspberrypi,2021-07-29T213436
meterRepTime_r8,24506907,0,6064870,20,331018240,cir,raspberrypi,2021-07-29T213436
meterRepTime_r7,24299537,0,5506315,20,330222965,cir,raspberrypi,2021-07-29T213436
meterRepTime_r6,24193500,0,4570555,20,327844464,cir,raspberrypi,2021-07-29T213436
meterRepTime_r5,24395481,0,5553796,20,342915796,cir,raspberrypi,2021-07-29T213436
meterRepTime_r4,24550408,0,7586777,20,330935501,cir,raspberrypi,2021-07-29T213436
meterRepTime_r3,24226037,0,4354889,20,325688331,cir,raspberrypi,2021-07-29T213436
meterRepTime_r2,24186537,0,4510352,20,325702111,cir,raspberrypi,2021-07-29T213436
meterRepTime_r10,27261666,0,87924704,20,438402075,cir,raspberrypi,2021-07-29T213350
meterRepTime_r9,24654426,0,8992667,20,332546609,cir,raspberrypi,2021-07-29T213350
meterRepTime_r8,24586833,0,6229389,20,331539670,cir,raspberrypi,2021-07-29T213350
meterRepTime_r7,24383518,0,5833074,20,370085853,cir,raspberrypi,2021-07-29T213350
meterRepTime_r6,24270629,0,4732796,20,327260428,cir,raspberrypi,2021-07-29T213350
meterRepTime_r5,24591389,0,6779963,20,334758128,cir,raspberrypi,2021-07-29T213350
meterRepTime_r4,24567667,0,7116444,20,329574169,cir,raspberrypi,2021-07-29T213350
meterRepTime_r3,24261945,0,4370629,20,323929148,cir,raspberrypi,2021-07-29T213350
meterRepTime_r2,24231630,0,4718852,20,324920908,cir,raspberrypi,2021-07-29T213350
meterRepTime_r10,27504282,0,86875469,20,432822701,cir,raspberrypi,2021-07-29T231052
meterRepTime_r9,24366378,0,8288075,20,332744237,cir,raspberrypi,2021-07-29T231052
meterRepTime_r8,24386604,0,6611484,20,328927372,cir,raspberrypi,2021-07-29T231052
meterRepTime_r7,24241917,0,5639191,20,329437707,cir,raspberrypi,2021-07-29T231052
meterRepTime_r6,24115877,0,4590406,20,327140829,cir,raspberrypi,2021-07-29T231052
meterRepTime_r5,24391838,0,5391611,20,327791051,cir,raspberrypi,2021-07-29T231052
meterRepTime_r4,24752927,0,7114126,20,329116655,cir,raspberrypi,2021-07-29T231052
meterRepTime_r3,24071224,0,18806210,20,323685309,cir,raspberrypi,2021-07-29T231052
meterRepTime_r2,24075667,0,4482020,20,324030202,cir,raspberrypi,2021-07-29T231052
meterRepTime_r10,29423315,0,114907055,20,467081275,cir,raspberrypi,2021-07-29T214211
meterRepTime_r9,24927222,0,12309722,20,347062871,cir,raspberrypi,2021-07-29T214211
meterRepTime_r8,24621296,0,6103592,20,332014242,cir,raspberrypi,2021-07-29T214211
meterRepTime_r7,24369000,0,5538815,20,330174500,cir,raspberrypi,2021-07-29T214211
meterRepTime_r6,24275611,0,4539833,20,328447184,cir,raspberrypi,2021-07-29T214211
meterRepTime_r5,24482222,0,5462352,20,329373593,cir,raspberrypi,2021-07-29T214211
meterRepTime_r4,24641333,0,7029389,20,331415370,cir,raspberrypi,2021-07-29T214211
meterRepTime_r3,24228500,0,4374982,20,325850815,cir,raspberrypi,2021-07-29T214211
meterRepTime_r2,24259500,0,4480334,20,326054367,cir,raspberrypi,2021-07-29T214211
meterRepTime_r10,28844556,0,115410037,20,446006890,cir,raspberrypi,2021-07-29T213556
meterRepTime_r9,24835796,0,11746629,20,348746739,cir,raspberrypi,2021-07-29T213556
meterRepTime_r8,24579185,0,6489685,20,329793667,cir,raspberrypi,2021-07-29T213556
meterRepTime_r7,24302315,0,5895556,20,328278797,cir,raspberrypi,2021-07-29T213556
meterRepTime_r6,24200815,0,4766685,20,327829795,cir,raspberrypi,2021-07-29T213556
meterRepTime_r5,24446296,0,6907204,20,328282854,cir,raspberrypi,2021-07-29T213556
meterRepTime_r4,24475648,0,7119740,20,329480186,cir,raspberrypi,2021-07-29T213556
meterRepTime_r3,24157963,0,4413371,20,323905280,cir,raspberrypi,2021-07-29T213556
meterRepTime_r2,24138611,0,4640667,20,324106887,cir,raspberrypi,2021-07-29T213556
meterRepTime_r10,29135870,0,115957630,20,446044608,cir,raspberrypi,2021-07-29T214013
meterRepTime_r9,24704926,0,11241611,20,348878741,cir,raspberrypi,2021-07-29T214013
meterRepTime_r8,24595851,0,6457500,20,330729870,cir,raspberrypi,2021-07-29T214013
meterRepTime_r7,24378889,0,6027555,20,329676056,cir,raspberrypi,2021-07-29T214013
meterRepTime_r6,24287500,0,4701926,20,327786981,cir,raspberrypi,2021-07-29T214013
meterRepTime_r5,24599871,0,31340537,20,328991114,cir,raspberrypi,2021-07-29T214013
meterRepTime_r4,24525537,0,6718556,20,329032072,cir,raspberrypi,2021-07-29T214013
meterRepTime_r3,24287630,0,4399482,20,324811498,cir,raspberrypi,2021-07-29T214013
meterRepTime_r2,24194056,0,5024222,20,324656317,cir,raspberrypi,2021-07-29T214013
meterRepTime_r10,28402019,0,112440778,20,438416130,cir,raspberrypi,2021-07-29T213741
meterRepTime_r9,24515185,0,8850167,20,336597369,cir,raspberrypi,2021-07-29T213741
meterRepTime_r8,24635389,0,6365815,20,329847868,cir,raspberrypi,2021-07-29T213741
meterRepTime_r7,24456907,0,5809686,20,329352630,cir,raspberrypi,2021-07-29T213741
meterRepTime_r6,24417037,0,4721093,20,341562521,cir,raspberrypi,2021-07-29T213741
meterRepTime_r5,24541759,0,6756630,20,328218590,cir,raspberrypi,2021-07-29T213741
meterRepTime_r4,24667796,0,7171963,20,328793330,cir,raspberrypi,2021-07-29T213741
meterRepTime_r3,24285278,0,4399518,20,323480481,cir,raspberrypi,2021-07-29T213741
meterRepTime_r2,24298462,0,5035833,20,323860928,cir,raspberrypi,2021-07-29T213741
meterRepTime_r10,27895802,0,131940258,20,453623107,cir,raspberrypi,2021-07-29T231127
meterRepTime_r9,24580438,0,8745756,20,340945767,cir,raspberrypi,2021-07-29T231127
meterRepTime_r8,24578374,0,6990613,20,330978193,cir,raspberrypi,2021-07-29T231127
meterRepTime_r7,24357127,0,5694875,20,330694877,cir,raspberrypi,2021-07-29T231127
meterRepTime_r6,24275611,0,4665387,20,328582843,cir,raspberrypi,2021-07-29T231127
meterRepTime_r5,24734494,0,6252040,20,329501812,cir,raspberrypi,2021-07-29T231127
meterRepTime_r4,24540533,0,7307305,20,330169931,cir,raspberrypi,2021-07-29T231127
meterRepTime_r3,24238277,0,4381487,20,325097601,cir,raspberrypi,2021-07-29T231127
meterRepTime_r2,24225813,0,4837707,20,325176713,cir,raspberrypi,2021-07-29T231127
meterRepTime_r10,28496738,0,116071734,20,440215222,cir,raspberrypi,2021-07-29T231457
meterRepTime_r9,24787135,0,11495092,20,344851934,cir,raspberrypi,2021-07-29T231457
meterRepTime_r8,24646002,0,6284717,20,341271445,cir,raspberrypi,2021-07-29T231457
meterRepTime_r7,24341184,0,5704538,20,328093561,cir,raspberrypi,2021-07-29T231457
