func,control,ta,agg,meter_num,meter_time,name,host,timestamp
meterRepTime_r3,9319600,0,1491100,20,127688000,cir,BruceChen,2021-07-29T225052
meterRepTime_r2,9359500,0,1501000,20,128994500,cir,BruceChen,2021-07-29T225052
meterRepTime_r10,9585200,0,13061700,20,138181000,cir,BruceChen,2021-07-29T231027
meterRepTime_r9,9207300,0,2188500,20,126980900,cir,BruceChen,2021-07-29T231027
meterRepTime_r8,9204000,0,1878000,20,125007600,cir,BruceChen,2021-07-29T231027
meterRepTime_r7,9145400,0,1655700,20,125588000,cir,BruceChen,2021-07-29T231027
meterRepTime_r6,9253600,0,1580100,20,126483400,cir,BruceChen,2021-07-29T231027
meterRepTime_r5,9175700,0,1571800,20,125618900,cir,BruceChen,2021-07-29T231027
meterRepTime_r4,9254700,0,1746700,20,124894600,cir,BruceChen,2021-07-29T231027
meterRepTime_r3,9242200,0,1511700,20,122944100,cir,BruceChen,2021-07-29T231027
meterRepTime_r2,9145800,0,1513000,20,123444800,cir,BruceChen,2021-07-29T231027
meterRepTime_r10,9820800,0,13014500,20,137758100,cir,BruceChen,2021-07-29T233156
meterRepTime_r9,9396900,0,2162000,20,129273900,cir,BruceChen,2021-07-29T233156
meterRepTime_r8,9271300,0,2003300,20,125331500,cir,BruceChen,2021-07-29T233156
meterRepTime_r7,9262500,0,1638800,20,125360700,cir,BruceChen,2021-07-29T233156
meterRepTime_r6,9261500,0,1590600,20,125597600,cir,BruceChen,2021-07-29T233156
meterRepTime_r5,9717600,0,1597500,20,129359700,cir,BruceChen,2021-07-29T233156
meterRepTime_r4,9252100,0,1728600,20,124995500,cir,BruceChen,2021-07-29T233156
meterRepTime_r3,9298700,0,1545000,20,126024600,cir,BruceChen,2021-07-29T233156
meterRepTime_r2,9233600,0,1536100,20,124622200,cir,BruceChen,2021-07-29T233156
meterRepTime_r10,9715300,0,13006100,20,139592800,cir,BruceChen,2021-07-29T234611
meterRepTime_r9,9306400,0,2156200,20,127433100,cir,BruceChen,2021-07-29T234611
meterRepTime_r8,9242200,0,1927000,20,127844300,cir,BruceChen,2021-07-29T234611
meterRepTime_r7,9278800,0,1638200,20,124763100,cir,BruceChen,2021-07-29T234611
meterRepTime_r6,9258900,0,1530000,20,125899100,cir,BruceChen,2021-07-29T234611
meterRepTime_r5,10072800,0,1602600,20,124879600,cir,BruceChen,2021-07-29T234611
meterRepTime_r4,9226900,0,1803600,20,125579200,cir,BruceChen,2021-07-29T234611
meterRepTime_r3,9223800,0,1468500,20,124707400,cir,BruceChen,2021-07-29T234611
meterRepTime_r2,9209200,0,1473300,20,124272200,cir,BruceChen,2021-07-29T234611
meterRepTime_r10,10565100,0,12663900,20,139106600,cir,BruceChen,2021-07-29T234956
meterRepTime_r9,9372000,0,2165200,20,126747700,cir,BruceChen,2021-07-29T234956
meterRepTime_r8,10225100,0,2097600,20,125973000,cir,BruceChen,2021-07-29T234956
meterRepTime_r7,9320300,0,1664800,20,125391800,cir,BruceChen,2021-07-29T234956
meterRepTime_r6,9093600,0,1497600,20,124876000,cir,BruceChen,2021-07-29T234956
meterRepTime_r5,9410100,0,1627400,20,124606700,cir,BruceChen,2021-07-29T234956
meterRepTime_r4,9365800,0,1750500,20,127771300,cir,BruceChen,2021-07-29T234956
meterRepTime_r3,9241300,0,1481700,20,125441700,cir,BruceChen,2021-07-29T234956
meterRepTime_r2,9579500,0,1526000,20,126207300,cir,BruceChen,2021-07-29T234956
meterRepTime_r10,10148200,0,12812600,20,141648300,cir,BruceChen,2021-07-30T000118
meterRepTime_r9,9703200,0,2206700,20,152052600,cir,BruceChen,2021-07-30T000118
meterRepTime_r8,9440300,0,1945200,20,131152300,cir,BruceChen,2021-07-30T000118
meterRepTime_r7,9436900,0,1632900,20,129412500,cir,BruceChen,2021-07-30T000118
meterRepTime_r6,9414900,0,1529300,20,130037700,cir,BruceChen,2021-07-30T000118
meterRepTime_r5,9458300,0,1581300,20,131779800,cir,BruceChen,2021-07-30T000118
meterRepTime_r4,9672600,0,1729600,20,131104400,cir,BruceChen,2021-07-30T000118
meterRepTime_r3,9511200,0,1475900,20,136155100,cir,BruceChen,2021-07-30T000118
meterRepTime_r2,9509500,0,1478400,20,127356400,cir,BruceChen,2021-07-30T000118
meterRepTime_r10,10036500,0,12702500,20,142268300,cir,BruceChen,2021-07-29T235335
meterRepTime_r9,10676000,0,2237800,20,130334600,cir,BruceChen,2021-07-29T235335
meterRepTime_r8,9716900,0,2013300,20,130218200,cir,BruceChen,2021-07-29T235335
meterRepTime_r7,9601800,0,1677000,20,129308600,cir,BruceChen,2021-07-29T235335
meterRepTime_r6,9401700,0,1625300,20,128304800,cir,BruceChen,2021-07-29T235335
meterRepTime_r5,9623300,0,1563400,20,129100600,cir,BruceChen,2021-07-29T235335
meterRepTime_r4,9547900,0,1718900,20,128185200,cir,BruceChen,2021-07-29T235335
meterRepTime_r3,9521400,0,1491600,20,130856200,cir,BruceChen,2021-07-29T235335
meterRepTime_r2,9474400,0,1526100,20,127722000,cir,BruceChen,2021-07-29T235335
meterRepTime_r10,9857800,0,13506100,20,139541900,cir,BruceChen,2021-07-29T231635
meterRepTime_r9,9890000,0,2159400,20,149083800,cir,BruceChen,2021-07-29T231635
meterRepTime_r8,9428400,0,1881200,20,128495100,cir,BruceChen,2021-07-29T231635
meterRepTime_r7,9292200,0,1643900,20,127224100,cir,BruceChen,2021-07-29T231635
meterRepTime_r6,9320500,0,1535300,20,127042200,cir,BruceChen,2021-07-29T231635
meterRepTime_r5,9441000,0,1548300,20,127462100,cir,BruceChen,2021-07-29T231635
meterRepTime_r4,9446200,0,1732000,20,127220100,cir,BruceChen,2021-07-29T231635
meterRepTime_r3,9404100,0,1536800,20,126092800,cir,BruceChen,2021-07-29T231635
meterRepTime_r2,9388600,0,1477500,20,127104200,cir,BruceChen,2021-07-29T231635
meterRepTime_r10,10880200,0,14908900,20,148048500,cir,BruceChen,2021-07-29T233036
meterRepTime_r9,10249700,0,2307700,20,136990900,cir,BruceChen,2021-07-29T233036
meterRepTime_r8,9300800,0,1956800,20,125815600,cir,BruceChen,2021-07-29T233036
meterRepTime_r7,9317100,0,1677000,20,124471700,cir,BruceChen,2021-07-29T233036
meterRepTime_r6,9347000,0,1599200,20,124968000,cir,BruceChen,2021-07-29T233036
meterRepTime_r5,9397300,0,1556200,20,126964700,cir,BruceChen,2021-07-29T233036
meterRepTime_r4,9406900,0,1735800,20,127234000,cir,BruceChen,2021-07-29T233036
meterRepTime_r3,9412300,0,1548200,20,125514700,cir,BruceChen,2021-07-29T233036
meterRepTime_r2,9302800,0,1493200,20,125203800,cir,BruceChen,2021-07-29T233036
meterRepTime_r10,10026500,0,13640700,20,142101400,cir,BruceChen,2021-07-29T235447
meterRepTime_r9,9657300,0,2227400,20,129797000,cir,BruceChen,2021-07-29T235447
meterRepTime_r8,9551300,0,1976600,20,128405000,cir,BruceChen,2021-07-29T235447
meterRepTime_r7,9337800,0,1655900,20,133345600,cir,BruceChen,2021-07-29T235447
meterRepTime_r6,9465500,0,1541300,20,128516600,cir,BruceChen,2021-07-29T235447
meterRepTime_r5,9518400,0,1571500,20,130129800,cir,BruceChen,2021-07-29T235447
meterRepTime_r4,9484200,0,1737300,20,129372800,cir,BruceChen,2021-07-29T235447
meterRepTime_r3,9313200,0,1496900,20,127752800,cir,BruceChen,2021-07-29T235447
meterRepTime_r2,9310200,0,1487400,20,125721600,cir,BruceChen,2021-07-29T235447
meterRepTime_r10,9708300,0,12816000,20,137640500,cir,BruceChen,2021-07-29T233750
meterRepTime_r9,10247900,0,2254500,20,127263300,cir,BruceChen,2021-07-29T233750
meterRepTime_r8,9379500,0,1907300,20,125077900,cir,BruceChen,2021-07-29T233750
meterRepTime_r7,9313000,0,1643800,20,126187700,cir,BruceChen,2021-07-29T233750
meterRepTime_r6,9361700,0,1615700,20,125726300,cir,BruceChen,2021-07-29T233750
meterRepTime_r5,9219200,0,1583400,20,126064500,cir,BruceChen,2021-07-29T233750
meterRepTime_r4,9300500,0,1752800,20,125003800,cir,BruceChen,2021-07-29T233750
meterRepTime_r3,9221800,0,1480500,20,124336700,cir,BruceChen,2021-07-29T233750
meterRepTime_r2,9161700,0,1519600,20,124255000,cir,BruceChen,2021-07-29T233750
meterRepTime_r10,10376100,0,12875900,20,146677000,cir,BruceChen,2021-07-29T232300
meterRepTime_r9,9904700,0,2371600,20,133982800,cir,BruceChen,2021-07-29T232300
meterRepTime_r8,9808900,0,1935600,20,133062100,cir,BruceChen,2021-07-29T232300
meterRepTime_r7,9756800,0,1648400,20,131530400,cir,BruceChen,2021-07-29T232300
meterRepTime_r6,9787800,0,1621200,20,132020200,cir,BruceChen,2021-07-29T232300
meterRepTime_r5,9952000,0,1571800,20,135323700,cir,BruceChen,2021-07-29T232300
meterRepTime_r4,9795600,0,1731300,20,132286100,cir,BruceChen,2021-07-29T232300
meterRepTime_r3,9764000,0,1548900,20,131271700,cir,BruceChen,2021-07-29T232300
meterRepTime_r2,9634800,0,1521300,20,132991000,cir,BruceChen,2021-07-29T232300
meterRepTime_r10,9882500,0,13450700,20,140551500,cir,BruceChen,2021-07-30T000440
meterRepTime_r9,9415500,0,2236800,20,128530400,cir,BruceChen,2021-07-30T000440
meterRepTime_r8,9627400,0,1976600,20,126648400,cir,BruceChen,2021-07-30T000440
meterRepTime_r7,9161300,0,1569600,20,125895500,cir,BruceChen,2021-07-30T000440
meterRepTime_r6,9150700,0,1589100,20,124264400,cir,BruceChen,2021-07-30T000440
meterRepTime_r5,9408800,0,1557100,20,127579800,cir,BruceChen,2021-07-30T000440
meterRepTime_r4,10077000,0,1769400,20,127338000,cir,BruceChen,2021-07-30T000440
meterRepTime_r3,9194600,0,1525900,20,125356600,cir,BruceChen,2021-07-30T000440
meterRepTime_r2,9257100,0,1475500,20,125061200,cir,BruceChen,2021-07-30T000440
meterRepTime_r10,10070100,0,12663500,20,143198700,cir,BruceChen,2021-07-30T001010
meterRepTime_r9,9665800,0,2214200,20,132341300,cir,BruceChen,2021-07-30T001010
meterRepTime_r8,9601800,0,1938000,20,129018000,cir,BruceChen,2021-07-30T001010
meterRepTime_r7,9595700,0,1677600,20,128783600,cir,BruceChen,2021-07-30T001010
meterRepTime_r6,9550600,0,1620300,20,128897800,cir,BruceChen,2021-07-30T001010
meterRepTime_r5,9557300,0,1600000,20,130121300,cir,BruceChen,2021-07-30T001010
meterRepTime_r4,9541400,0,1800900,20,129240200,cir,BruceChen,2021-07-30T001010
meterRepTime_r3,9533700,0,1508300,20,128162200,cir,BruceChen,2021-07-30T001010
meterRepTime_r2,9521800,0,1528200,20,127569100,cir,BruceChen,2021-07-30T001010
meterRepTime_r10,9677200,0,12821000,20,138514100,cir,BruceChen,2021-07-29T235651
meterRepTime_r9,10126500,0,2321700,20,126537300,cir,BruceChen,2021-07-29T235651
meterRepTime_r8,9248300,0,1977300,20,125848200,cir,BruceChen,2021-07-29T235651
meterRepTime_r7,9303200,0,1691600,20,124884400,cir,BruceChen,2021-07-29T235651
meterRepTime_r6,9273300,0,1575700,20,123929400,cir,BruceChen,2021-07-29T235651
meterRepTime_r5,9223900,0,1597000,20,125634100,cir,BruceChen,2021-07-29T235651
meterRepTime_r4,9230500,0,1791400,20,125609800,cir,BruceChen,2021-07-29T235651
meterRepTime_r3,9302100,0,1524700,20,123525200,cir,BruceChen,2021-07-29T235651
meterRepTime_r2,9199700,0,1542500,20,122895200,cir,BruceChen,2021-07-29T235651
meterRepTime_r10,9732000,0,13535100,20,138237600,cir,BruceChen,2021-07-29T235137
meterRepTime_r9,9247100,0,2216000,20,126855500,cir,BruceChen,2021-07-29T235137
meterRepTime_r8,10064700,0,2015400,20,124451000,cir,BruceChen,2021-07-29T235137
meterRepTime_r7,9206800,0,1671500,20,125376200,cir,BruceChen,2021-07-29T235137
meterRepTime_r6,9158600,0,1604700,20,122674400,cir,BruceChen,2021-07-29T235137
meterRepTime_r5,9244900,0,1620600,20,124884100,cir,BruceChen,2021-07-29T235137
meterRepTime_r4,9312500,0,1738600,20,125266300,cir,BruceChen,2021-07-29T235137
meterRepTime_r3,9083900,0,1462900,20,123591100,cir,BruceChen,2021-07-29T235137
meterRepTime_r2,9245800,0,1520400,20,123978400,cir,BruceChen,2021-07-29T235137
meterRepTime_r10,9881500,0,13128100,20,142887800,cir,BruceChen,2021-07-29T225330
meterRepTime_r9,9358100,0,2352600,20,127071800,cir,BruceChen,2021-07-29T225330
meterRepTime_r8,9444500,0,1890600,20,127553700,cir,BruceChen,2021-07-29T225330
meterRepTime_r7,9395100,0,1644800,20,127234500,cir,BruceChen,2021-07-29T225330
meterRepTime_r6,9357500,0,1552500,20,125949900,cir,BruceChen,2021-07-29T225330
meterRepTime_r5,9492000,0,1598500,20,128647600,cir,BruceChen,2021-07-29T225330
meterRepTime_r4,9460100,0,1737600,20,125882000,cir,BruceChen,2021-07-29T225330
meterRepTime_r3,9358700,0,1489000,20,125413100,cir,BruceChen,2021-07-29T225330
meterRepTime_r2,9520400,0,1503800,20,128061800,cir,BruceChen,2021-07-29T225330
meterRepTime_r10,10221600,0,14978900,20,142947500,cir,BruceChen,2021-07-29T224748
meterRepTime_r9,9756100,0,2125400,20,132816700,cir,BruceChen,2021-07-29T224748
meterRepTime_r8,9761800,0,1849700,20,129318500,cir,BruceChen,2021-07-29T224748
meterRepTime_r7,9705200,0,1613600,20,128365800,cir,BruceChen,2021-07-29T224748
meterRepTime_r6,9691400,0,1533300,20,129635500,cir,BruceChen,2021-07-29T224748
meterRepTime_r5,9778900,0,1579100,20,129751900,cir,BruceChen,2021-07-29T224748
meterRepTime_r4,9836500,0,1707300,20,129397800,cir,BruceChen,2021-07-29T224748
meterRepTime_r3,9803400,0,1482500,20,128832300,cir,BruceChen,2021-07-29T224748
meterRepTime_r2,10404600,0,1504600,20,129243700,cir,BruceChen,2021-07-29T224748
meterRepTime_r10,10067400,0,13323900,20,140841300,cir,BruceChen,2021-07-29T234215
meterRepTime_r9,9822900,0,2373600,20,131467100,cir,BruceChen,2021-07-29T234215
meterRepTime_r8,9384100,0,1945200,20,128451300,cir,BruceChen,2021-07-29T234215
meterRepTime_r7,9439800,0,1657300,20,129041600,cir,BruceChen,2021-07-29T234215
meterRepTime_r6,9156700,0,1525600,20,126504800,cir,BruceChen,2021-07-29T234215
meterRepTime_r5,9485000,0,1605900,20,129499500,cir,BruceChen,2021-07-29T234215
meterRepTime_r4,9376900,0,1761000,20,127502100,cir,BruceChen,2021-07-29T234215
meterRepTime_r3,9402300,0,1509000,20,127467700,cir,BruceChen,2021-07-29T234215
meterRepTime_r2,9490400,0,1499600,20,127462600,cir,BruceChen,2021-07-29T234215
meterRepTime_r10,9702400,0,13706000,20,137681600,cir,BruceChen,2021-07-29T232116
meterRepTime_r9,9300800,0,2230500,20,126064500,cir,BruceChen,2021-07-29T232116
meterRepTime_r8,9696900,0,2007400,20,126511300,cir,BruceChen,2021-07-29T232116
meterRepTime_r7,9229600,0,1655500,20,126019900,cir,BruceChen,2021-07-29T232116
meterRepTime_r6,9276800,0,1599100,20,125727600,cir,BruceChen,2021-07-29T232116
meterRepTime_r5,9318900,0,1601400,20,125939900,cir,BruceChen,2021-07-29T232116
meterRepTime_r4,9211800,0,1767500,20,125907400,cir,BruceChen,2021-07-29T232116
meterRepTime_r3,9219300,0,1500800,20,125296400,cir,BruceChen,2021-07-29T232116
meterRepTime_r2,9222000,0,1543000,20,124233400,cir,BruceChen,2021-07-29T232116
meterRepTime_r10,9831700,0,13007800,20,138709400,cir,BruceChen,2021-07-29T235641
meterRepTime_r9,10226200,0,2297500,20,154154200,cir,BruceChen,2021-07-29T235641
meterRepTime_r8,9375700,0,1900600,20,127301500,cir,BruceChen,2021-07-29T235641
meterRepTime_r7,9306300,0,1641400,20,125660600,cir,BruceChen,2021-07-29T235641
meterRepTime_r6,9265000,0,1615200,20,127038600,cir,BruceChen,2021-07-29T235641
meterRepTime_r5,9293900,0,1581000,20,126900900,cir,BruceChen,2021-07-29T235641
meterRepTime_r4,9324600,0,1736800,20,126337000,cir,BruceChen,2021-07-29T235641
meterRepTime_r3,9065800,0,1512600,20,124404200,cir,BruceChen,2021-07-29T235641
meterRepTime_r2,9207300,0,1547400,20,123737600,cir,BruceChen,2021-07-29T235641
meterRepTime_r10,10900600,0,15100600,20,150971400,cir,BruceChen,2021-07-29T225320
meterRepTime_r9,9595400,0,2341100,20,145767200,cir,BruceChen,2021-07-29T225320
meterRepTime_r8,9401900,0,1981000,20,127117000,cir,BruceChen,2021-07-29T225320
meterRepTime_r7,9446300,0,1689500,20,129634800,cir,BruceChen,2021-07-29T225320
meterRepTime_r6,9424100,0,1544400,20,125993700,cir,BruceChen,2021-07-29T225320
meterRepTime_r5,10146500,0,1560300,20,131746800,cir,BruceChen,2021-07-29T225320
meterRepTime_r4,9476400,0,1743800,20,130434200,cir,BruceChen,2021-07-29T225320
meterRepTime_r3,9492200,0,1482600,20,126408200,cir,BruceChen,2021-07-29T225320
meterRepTime_r2,9868700,0,1496800,20,128067700,cir,BruceChen,2021-07-29T225320
meterRepTime_r10,10327800,0,12792000,20,145653400,cir,BruceChen,2021-07-29T224758
meterRepTime_r9,9758300,0,2151100,20,131861700,cir,BruceChen,2021-07-29T224758
meterRepTime_r8,9691500,0,1877100,20,131508300,cir,BruceChen,2021-07-29T224758
meterRepTime_r7,9670100,0,1636300,20,133622000,cir,BruceChen,2021-07-29T224758
meterRepTime_r6,9803700,0,1533400,20,131431800,cir,BruceChen,2021-07-29T224758
meterRepTime_r5,9745800,0,1551200,20,133612500,cir,BruceChen,2021-07-29T224758
meterRepTime_r4,10406100,0,1728300,20,131527800,cir,BruceChen,2021-07-29T224758
meterRepTime_r3,9782000,0,1481900,20,132247500,cir,BruceChen,2021-07-29T224758
meterRepTime_r2,9738900,0,1487800,20,130189100,cir,BruceChen,2021-07-29T224758
meterRepTime_r10,10509500,0,14010400,20,144147200,cir,BruceChen,2021-07-29T232106
meterRepTime_r9,9289300,0,2192200,20,135961000,cir,BruceChen,2021-07-29T232106
meterRepTime_r8,9277900,0,1958400,20,126365900,cir,BruceChen,2021-07-29T232106
meterRepTime_r7,9285100,0,1640900,20,124831400,cir,BruceChen,2021-07-29T232106
meterRepTime_r6,9301400,0,1541400,20,126029300,cir,BruceChen,2021-07-29T232106
meterRepTime_r5,9345200,0,1598300,20,125102300,cir,BruceChen,2021-07-29T232106
meterRepTime_r4,9284800,0,1786400,20,124971900,cir,BruceChen,2021-07-29T232106
meterRepTime_r3,9250800,0,1501100,20,124376200,cir,BruceChen,2021-07-29T232106
meterRepTime_r2,9242900,0,1521200,20,123577400,cir,BruceChen,2021-07-29T232106
meterRepTime_r10,10139700,0,12917100,20,144260400,cir,BruceChen,2021-07-29T230711
meterRepTime_r9,9693100,0,2279500,20,132713800,cir,BruceChen,2021-07-29T230711
meterRepTime_r8,9587600,0,1965300,20,130851600,cir,BruceChen,2021-07-29T230711
meterRepTime_r7,9619700,0,1687300,20,129964900,cir,BruceChen,2021-07-29T230711
meterRepTime_r6,10042500,0,1577500,20,129429300,cir,BruceChen,2021-07-29T230711
meterRepTime_r5,9748400,0,1584700,20,129012500,cir,BruceChen,2021-07-29T230711
meterRepTime_r4,9665400,0,1812100,20,129771300,cir,BruceChen,2021-07-29T230711
meterRepTime_r3,9628400,0,1521600,20,129667500,cir,BruceChen,2021-07-29T230711
meterRepTime_r2,9558500,0,1548100,20,130003200,cir,BruceChen,2021-07-29T230711
meterRepTime_r10,10240300,0,12681200,20,142945300,cir,BruceChen,2021-07-30T000450
meterRepTime_r9,9590400,0,2425600,20,131808200,cir,BruceChen,2021-07-30T000450
meterRepTime_r8,9630300,0,1901900,20,131184500,cir,BruceChen,2021-07-30T000450
meterRepTime_r7,9643500,0,1632800,20,130080200,cir,BruceChen,2021-07-30T000450
meterRepTime_r6,9495900,0,1552200,20,128475400,cir,BruceChen,2021-07-30T000450
meterRepTime_r5,9534400,0,1562500,20,128934200,cir,BruceChen,2021-07-30T000450
meterRepTime_r4,9550100,0,1746000,20,130942700,cir,BruceChen,2021-07-30T000450
meterRepTime_r3,9518900,0,1493300,20,128397300,cir,BruceChen,2021-07-30T000450
meterRepTime_r2,9721100,0,1521500,20,128381500,cir,BruceChen,2021-07-30T000450
meterRepTime_r10,10067000,0,13408400,20,138625500,cir,BruceChen,2021-07-29T232847
meterRepTime_r9,9304400,0,2347300,20,125891600,cir,BruceChen,2021-07-29T232847
meterRepTime_r8,9170500,0,1878400,20,123733300,cir,BruceChen,2021-07-29T232847
meterRepTime_r7,9086600,0,1613400,20,123982700,cir,BruceChen,2021-07-29T232847
meterRepTime_r6,8973400,0,2278000,20,123067400,cir,BruceChen,2021-07-29T232847
meterRepTime_r5,9195800,0,1627800,20,124916200,cir,BruceChen,2021-07-29T232847
meterRepTime_r4,9261500,0,1782700,20,124341300,cir,BruceChen,2021-07-29T232847
meterRepTime_r3,9076400,0,1530200,20,123690300,cir,BruceChen,2021-07-29T232847
meterRepTime_r2,9041400,0,1552000,20,124581100,cir,BruceChen,2021-07-29T232847
meterRepTime_r10,10044300,0,13078200,20,144185800,cir,BruceChen,2021-07-29T235325
meterRepTime_r9,10771400,0,2312800,20,130693300,cir,BruceChen,2021-07-29T235325
meterRepTime_r8,9594900,0,1907800,20,129472500,cir,BruceChen,2021-07-29T235325
meterRepTime_r7,9510600,0,1652700,20,130791600,cir,BruceChen,2021-07-29T235325
meterRepTime_r6,9568500,0,1547500,20,128865900,cir,BruceChen,2021-07-29T235325
meterRepTime_r5,9615500,0,1563500,20,132988200,cir,BruceChen,2021-07-29T235325
meterRepTime_r4,18162600,0,2601300,20,140696000,cir,BruceChen,2021-07-29T235325
meterRepTime_r3,9573800,0,1488100,20,129901300,cir,BruceChen,2021-07-29T235325
meterRepTime_r2,9563900,0,1521100,20,130574800,cir,BruceChen,2021-07-29T235325
meterRepTime_r10,10144600,0,12765400,20,141892000,cir,BruceChen,2021-07-29T231143
meterRepTime_r9,10219700,0,2411600,20,130392400,cir,BruceChen,2021-07-29T231143
meterRepTime_r8,9580400,0,1921900,20,127959200,cir,BruceChen,2021-07-29T231143
meterRepTime_r7,9585000,0,1652300,20,127590900,cir,BruceChen,2021-07-29T231143
meterRepTime_r6,9582500,0,1549600,20,127089300,cir,BruceChen,2021-07-29T231143
meterRepTime_r5,9650700,0,1582500,20,128793900,cir,BruceChen,2021-07-29T231143
meterRepTime_r4,9537400,0,1740600,20,128985100,cir,BruceChen,2021-07-29T231143
meterRepTime_r3,9580700,0,1558700,20,127426400,cir,BruceChen,2021-07-29T231143
meterRepTime_r2,9525400,0,1539200,20,128227100,cir,BruceChen,2021-07-29T231143
meterRepTime_r10,9815800,0,13120000,20,139440400,cir,BruceChen,2021-07-29T231625
meterRepTime_r9,9411900,0,2163100,20,127726800,cir,BruceChen,2021-07-29T231625
meterRepTime_r8,9317800,0,1926300,20,126824800,cir,BruceChen,2021-07-29T231625
meterRepTime_r7,9304500,0,1646300,20,127601300,cir,BruceChen,2021-07-29T231625
meterRepTime_r6,9331900,0,1547900,20,125779700,cir,BruceChen,2021-07-29T231625
meterRepTime_r5,9741500,0,1617500,20,128210200,cir,BruceChen,2021-07-29T231625
meterRepTime_r4,9323700,0,1749900,20,125450000,cir,BruceChen,2021-07-29T231625
meterRepTime_r3,9333400,0,1497900,20,125626500,cir,BruceChen,2021-07-29T231625
meterRepTime_r2,9624800,0,1494400,20,125679400,cir,BruceChen,2021-07-29T231625
meterRepTime_r10,9758600,0,13523700,20,137850300,cir,BruceChen,2021-07-29T235457
meterRepTime_r9,9259100,0,2134800,20,126362700,cir,BruceChen,2021-07-29T235457
meterRepTime_r8,9273800,0,1902500,20,126302500,cir,BruceChen,2021-07-29T235457
meterRepTime_r7,9289000,0,1652300,20,125140700,cir,BruceChen,2021-07-29T235457
meterRepTime_r6,9283100,0,1613900,20,124991300,cir,BruceChen,2021-07-29T235457
meterRepTime_r5,10105300,0,1596800,20,126895200,cir,BruceChen,2021-07-29T235457
meterRepTime_r4,9419100,0,1773300,20,126521800,cir,BruceChen,2021-07-29T235457
meterRepTime_r3,9231500,0,1489800,20,125305000,cir,BruceChen,2021-07-29T235457
meterRepTime_r2,9283100,0,1512100,20,124842300,cir,BruceChen,2021-07-29T235457
meterRepTime_r10,11152900,0,13846800,20,143467200,cir,BruceChen,2021-07-29T233026
meterRepTime_r9,9917500,0,2551400,20,133597300,cir,BruceChen,2021-07-29T233026
meterRepTime_r8,9575300,0,1937900,20,133296000,cir,BruceChen,2021-07-29T233026
meterRepTime_r7,9654800,0,1670500,20,130507600,cir,BruceChen,2021-07-29T233026
meterRepTime_r6,9503400,0,1541300,20,127914100,cir,BruceChen,2021-07-29T233026
meterRepTime_r5,9473600,0,1553100,20,133630800,cir,BruceChen,2021-07-29T233026
meterRepTime_r4,9470200,0,1707600,20,127547200,cir,BruceChen,2021-07-29T233026
meterRepTime_r3,9501800,0,1482400,20,127609300,cir,BruceChen,2021-07-29T233026
meterRepTime_r2,9490700,0,1489000,20,129340700,cir,BruceChen,2021-07-29T233026
meterRepTime_r10,10131300,0,13162200,20,144175900,cir,BruceChen,2021-07-29T233740
meterRepTime_r9,9751700,0,2201100,20,133124500,cir,BruceChen,2021-07-29T233740
meterRepTime_r8,9616800,0,1913000,20,131421000,cir,BruceChen,2021-07-29T233740
meterRepTime_r7,9585700,0,1624100,20,131170500,cir,BruceChen,2021-07-29T233740
meterRepTime_r6,9499000,0,1553000,20,129610100,cir,BruceChen,2021-07-29T233740
meterRepTime_r5,9567800,0,1589000,20,130081400,cir,BruceChen,2021-07-29T233740
meterRepTime_r4,9603000,0,1769900,20,129756800,cir,BruceChen,2021-07-29T233740
meterRepTime_r3,9603000,0,1533300,20,129661600,cir,BruceChen,2021-07-29T233740
meterRepTime_r2,9574100,0,1482200,20,128779500,cir,BruceChen,2021-07-29T233740
meterRepTime_r10,10086200,0,13061400,20,142352400,cir,BruceChen,2021-07-29T232310
meterRepTime_r9,9623300,0,2135300,20,131515000,cir,BruceChen,2021-07-29T232310
meterRepTime_r8,9611300,0,1879900,20,129361400,cir,BruceChen,2021-07-29T232310
meterRepTime_r7,9515900,0,1657000,20,128294300,cir,BruceChen,2021-07-29T232310
meterRepTime_r6,9601100,0,1556000,20,128496600,cir,BruceChen,2021-07-29T232310
meterRepTime_r5,9726200,0,1589400,20,131410100,cir,BruceChen,2021-07-29T232310
meterRepTime_r4,9573800,0,1729500,20,129798800,cir,BruceChen,2021-07-29T232310
meterRepTime_r3,9304000,0,1435900,20,127746700,cir,BruceChen,2021-07-29T232310
meterRepTime_r2,9599500,0,1486400,20,128230000,cir,BruceChen,2021-07-29T232310
meterRepTime_r10,10009600,0,12954200,20,140028600,cir,BruceChen,2021-07-30T000134
meterRepTime_r9,10172100,0,2436100,20,127834900,cir,BruceChen,2021-07-30T000134
meterRepTime_r8,9430800,0,1907700,20,127431700,cir,BruceChen,2021-07-30T000134
meterRepTime_r7,9206300,0,1641900,20,126249500,cir,BruceChen,2021-07-30T000134
meterRepTime_r6,9310800,0,1563700,20,125853300,cir,BruceChen,2021-07-30T000134
meterRepTime_r5,9371900,0,1561600,20,128531200,cir,BruceChen,2021-07-30T000134
meterRepTime_r4,9361800,0,1741600,20,126452000,cir,BruceChen,2021-07-30T000134
meterRepTime_r3,9343400,0,1504600,20,127523400,cir,BruceChen,2021-07-30T000134
meterRepTime_r2,9308800,0,1528300,20,125368300,cir,BruceChen,2021-07-30T000134
meterRepTime_r10,9724900,0,14399600,20,146770700,cir,BruceChen,2021-07-29T225042
meterRepTime_r9,9865400,0,2311400,20,129316900,cir,BruceChen,2021-07-29T225042
